rally_id,player,type,player_location_area,opponent_location_area,hit_area,player_location_x,player_location_y,opponent_location_x,opponent_location_y,ball_round,set,match_id,getpoint_player,roundscore_A,roundscore_B,aroundhead,backhand
0,1,1,8.0,8.0,7,0.0730212165260744,0.859690063933486,-0.3229596950551405,-0.8252679032472692,1,1,1,,1,0,0,1
0,2,2,8.0,8.0,7,-0.287742149592641,-0.5836199397540934,0.0044229092328508,0.9891221710729368,2,1,1,A,1,0,0,1
1,1,1,8.0,8.0,7,-0.1181571985220363,0.8342477916462787,0.6938953761384166,-0.8209970529076115,1,1,1,,2,0,0,1
1,2,3,8.0,8.0,8,0.2739209667429419,-0.5925514064211225,0.0045257350127242,0.9731277393124902,2,1,1,,2,0,0,1
1,1,4,8.0,8.0,8,-0.4720572474369823,1.3904032267922493,-0.0952489660556827,-1.0040498771052329,3,1,1,,2,0,0,0
1,2,5,8.0,8.0,8,-0.2933689193263588,-1.1407673169877084,-0.3125860518662498,1.317883283073299,4,1,1,,2,0,0,1
1,1,3,8.0,8.0,7,-0.4704029028458665,0.8329874775943669,-0.2456978342915521,-1.0291352451785425,5,1,1,,2,0,0,0
1,2,6,8.0,8.0,8,0.0388996009282766,-0.9068455078578802,-0.1965107568568485,0.9483109937139584,6,1,1,A,2,0,0,0
2,1,1,8.0,8.0,7,0.066525905759233,0.8842830930602202,-0.3679183993593016,-0.8490659150160242,1,1,1,,2,1,0,1
2,2,7,8.0,8.0,8,-0.4825784243398664,-0.5956634178388539,-0.160558607916709,0.8998086599548696,2,1,1,,2,1,0,1
2,1,8,7.0,8.0,7,-0.7756935568631369,0.5761371324038352,-0.2850241368207835,-0.7782153007916218,3,1,1,,2,1,0,0
2,2,4,9.0,8.0,3,-0.6105853931498693,-1.3984858848747794,-0.1637552019571593,1.1143527113391218,4,1,1,,2,1,0,0
2,1,5,8.0,9.0,8,-0.097689050057688,1.1684573779535623,-0.568914834912094,-1.504352246209817,5,1,1,,2,1,0,1
2,2,8,8.0,8.0,7,0.6103883425706529,-0.6705462365834842,0.2614738892028029,1.0925277033062553,6,1,1,,2,1,0,1
2,1,4,9.0,8.0,8,-0.3033790701273135,1.6024614903835883,-0.042772532529921,-0.9794983577793572,7,1,1,,2,1,0,0
2,2,5,8.0,8.0,8,-0.5549687616982305,-0.8974022703442858,-0.2840644837730071,1.2958038332915638,8,1,1,,2,1,0,0
2,1,7,8.0,8.0,7,-0.7880675714571747,0.946219808326811,-0.3040546197475163,-0.956394136823872,9,1,1,,2,1,0,0
2,2,7,7.0,8.0,2,0.6338395777009291,-0.3817687223107733,0.1266001487233763,0.9494532082696872,10,1,1,,2,1,0,1
2,1,8,7.0,8.0,1,0.7093583034524069,0.4750411864366596,0.6757077432903108,-0.6702755868928524,11,1,1,,2,1,0,1
